[2025-03-24 19:09:07,291][__main__][INFO] - Load dataset ...
[2025-03-25 00:13:07,948][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:13:07,959][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:13:08,737][__main__][INFO] - Load dataset ...
[2025-03-25 00:13:08,774][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:13:36,516][__main__][INFO] - Load dataset ...
[2025-03-25 00:13:36,569][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:13:39,427][__main__][INFO] - Load dataset ...
[2025-03-25 00:13:39,427][__main__][INFO] - Load dataset ...
[2025-03-25 00:13:39,465][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:13:39,476][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:13:39,739][__main__][INFO] - Load dataset ...
[2025-03-25 00:13:39,739][__main__][INFO] - Load dataset ...
[2025-03-25 00:13:39,777][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:13:39,788][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:08,075][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:08,130][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:12,934][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:12,934][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:12,972][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:12,983][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:13,904][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:13,905][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:13,944][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:13,953][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:34,509][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:34,561][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:37,836][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:37,845][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:37,890][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:37,895][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:40,146][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:40,146][__main__][INFO] - Load dataset ...
[2025-03-25 00:14:40,183][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:14:40,195][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:15:06,128][__main__][INFO] - Load dataset ...
[2025-03-25 00:15:06,180][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:15:09,457][__main__][INFO] - Load dataset ...
[2025-03-25 00:15:09,508][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:15:09,556][__main__][INFO] - Load dataset ...
[2025-03-25 00:15:09,592][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:15:10,186][__main__][INFO] - Load dataset ...
[2025-03-25 00:15:10,186][__main__][INFO] - Load dataset ...
[2025-03-25 00:15:10,224][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:15:10,236][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:15:35,254][__main__][INFO] - Load dataset ...
[2025-03-25 00:15:35,308][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:15:38,137][__main__][INFO] - Load dataset ...
[2025-03-25 00:15:38,188][__main__][WARNING] - Model file /storage/ice1/2/6/madewolu9/LLM_PointNet/LLM-Guided-PointCloud-Class/models/Menghao/model.py does not exist. Skipping this model.
[2025-03-25 00:46:11,122][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:11,288][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:11,841][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:11,947][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:11,956][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:12,022][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:12,589][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:12,673][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:12,691][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:12,737][__main__][INFO] - Start training...
[2025-03-25 00:46:12,738][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:12,765][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:13,627][__main__][INFO] - Start training...
[2025-03-25 00:46:13,627][__main__][INFO] - Start training...
[2025-03-25 00:46:13,628][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:13,628][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:14,405][__main__][INFO] - Start training...
[2025-03-25 00:46:14,407][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:14,434][__main__][INFO] - Start training...
[2025-03-25 00:46:14,436][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:41,520][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:41,608][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:41,812][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:41,887][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:42,692][__main__][INFO] - Start training...
[2025-03-25 00:46:42,692][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:43,039][__main__][INFO] - Start training...
[2025-03-25 00:46:43,039][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:43,276][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:43,277][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:43,277][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:43,406][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:43,406][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:43,406][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:44,438][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:44,487][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:44,513][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:44,549][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:44,925][__main__][INFO] - Start training...
[2025-03-25 00:46:44,925][__main__][INFO] - Start training...
[2025-03-25 00:46:44,925][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:44,925][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:44,925][__main__][INFO] - Start training...
[2025-03-25 00:46:44,926][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:45,409][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,410][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,490][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,490][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,505][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,505][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,505][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,518][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,525][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,538][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,626][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,626][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,627][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,627][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,627][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,627][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,628][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,631][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,680][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,684][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,694][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,702][__main__][INFO] - Start training...
[2025-03-25 00:46:45,703][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:45,724][__main__][INFO] - Start training...
[2025-03-25 00:46:45,724][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:45,825][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,835][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,852][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,889][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,890][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:45,965][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:45,966][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:46,003][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:46,003][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:46,005][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:46,073][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:46,095][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:46,098][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:46,103][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:46,129][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:46,138][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:46,238][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:46,856][__main__][INFO] - Start training...
[2025-03-25 00:46:46,856][__main__][INFO] - Start training...
[2025-03-25 00:46:46,857][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:46,857][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:46,890][__main__][INFO] - Load dataset ...
[2025-03-25 00:46:46,980][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-25 00:46:46,982][__main__][INFO] - Start training...
[2025-03-25 00:46:46,983][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,001][__main__][INFO] - Start training...
[2025-03-25 00:46:47,001][__main__][INFO] - Start training...
[2025-03-25 00:46:47,003][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,003][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,017][__main__][INFO] - Start training...
[2025-03-25 00:46:47,017][__main__][INFO] - Start training...
[2025-03-25 00:46:47,017][__main__][INFO] - Start training...
[2025-03-25 00:46:47,018][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,018][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,018][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,173][__main__][INFO] - Start training...
[2025-03-25 00:46:47,173][__main__][INFO] - Start training...
[2025-03-25 00:46:47,173][__main__][INFO] - Start training...
[2025-03-25 00:46:47,173][__main__][INFO] - Start training...
[2025-03-25 00:46:47,173][__main__][INFO] - Start training...
[2025-03-25 00:46:47,174][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,174][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,174][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,174][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,174][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,505][__main__][INFO] - Start training...
[2025-03-25 00:46:47,505][__main__][INFO] - Start training...
[2025-03-25 00:46:47,506][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,506][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,514][__main__][INFO] - Start training...
[2025-03-25 00:46:47,516][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,553][__main__][INFO] - Start training...
[2025-03-25 00:46:47,553][__main__][INFO] - Start training...
[2025-03-25 00:46:47,554][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,555][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:47,638][__main__][INFO] - Start training...
[2025-03-25 00:46:47,639][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:46:48,394][__main__][INFO] - Start training...
[2025-03-25 00:46:48,396][__main__][INFO] - Epoch 1 (1/200):
[2025-03-25 00:55:09,218][__main__][INFO] - Train Instance Accuracy: 0.408584
[2025-03-25 00:55:10,456][__main__][INFO] - Train Instance Accuracy: 0.384301
[2025-03-25 00:55:16,242][__main__][INFO] - Train Instance Accuracy: 0.261059
[2025-03-25 00:55:25,782][__main__][INFO] - Train Instance Accuracy: 0.399182
[2025-03-25 00:55:37,975][__main__][INFO] - Train Instance Accuracy: 0.316254
[2025-03-25 00:55:40,421][__main__][INFO] - Train Instance Accuracy: 0.371449
[2025-03-25 00:56:13,339][__main__][INFO] - Train Instance Accuracy: 0.361235
[2025-03-25 00:56:15,594][__main__][INFO] - Train Instance Accuracy: 0.399655
[2025-03-25 00:56:18,662][__main__][INFO] - Train Instance Accuracy: 0.347098
[2025-03-25 00:56:22,094][__main__][INFO] - Train Instance Accuracy: 0.378585
[2025-03-25 00:56:30,254][__main__][INFO] - Train Instance Accuracy: 0.237317
[2025-03-25 00:56:33,242][__main__][INFO] - Train Instance Accuracy: 0.400737
[2025-03-25 00:56:34,434][__main__][INFO] - Train Instance Accuracy: 0.315476
[2025-03-25 00:56:45,194][__main__][INFO] - Train Instance Accuracy: 0.352577
[2025-03-25 00:56:59,225][__main__][INFO] - Train Instance Accuracy: 0.270597
[2025-03-25 00:57:18,609][__main__][INFO] - Train Instance Accuracy: 0.267451
[2025-03-25 00:57:23,166][__main__][INFO] - Train Instance Accuracy: 0.315172
[2025-03-25 00:57:58,359][__main__][INFO] - Train Instance Accuracy: 0.314225
[2025-03-25 00:57:59,188][__main__][INFO] - Train Instance Accuracy: 0.276887
[2025-03-25 00:58:04,849][__main__][INFO] - Train Instance Accuracy: 0.391910
[2025-03-25 00:58:56,030][__main__][INFO] - Train Instance Accuracy: 0.277192
[2025-03-25 00:59:20,056][__main__][INFO] - Train Instance Accuracy: 0.284192
[2025-03-25 00:59:28,875][__main__][INFO] - Train Instance Accuracy: 0.306818
[2025-03-25 00:59:37,926][__main__][INFO] - Train Instance Accuracy: 0.438548
[2025-03-25 00:59:40,485][__main__][INFO] - Train Instance Accuracy: 0.320110
[2025-03-25 01:00:55,155][__main__][INFO] - Train Instance Accuracy: 0.372700
[2025-03-25 01:00:55,383][__main__][INFO] - Train Instance Accuracy: 0.375338
[2025-03-25 01:01:01,053][__main__][INFO] - Train Instance Accuracy: 0.311181
[2025-03-25 01:01:08,842][__main__][INFO] - Train Instance Accuracy: 0.277259
[2025-03-25 01:01:12,704][__main__][INFO] - Train Instance Accuracy: 0.304992
[2025-03-25 01:03:45,665][__main__][INFO] - Train Instance Accuracy: 0.364245
[2025-03-25 01:06:51,296][__main__][INFO] - Train Instance Accuracy: 0.440950
[2025-03-30 21:09:34,110][__main__][INFO] - Load dataset ...
[2025-03-30 21:09:34,112][__main__][INFO] - Load dataset ...
[2025-03-30 21:09:34,267][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:09:34,278][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:09:35,636][__main__][INFO] - Start training...
[2025-03-30 21:09:35,637][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:09:35,656][__main__][INFO] - Start training...
[2025-03-30 21:09:35,667][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:09:36,608][__main__][INFO] - Load dataset ...
[2025-03-30 21:09:36,608][__main__][INFO] - Load dataset ...
[2025-03-30 21:09:36,690][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:09:36,693][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:09:37,109][__main__][INFO] - Load dataset ...
[2025-03-30 21:09:37,201][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:09:38,459][__main__][INFO] - Start training...
[2025-03-30 21:09:38,459][__main__][INFO] - Start training...
[2025-03-30 21:09:38,460][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:09:38,460][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:09:38,963][__main__][INFO] - Start training...
[2025-03-30 21:09:38,965][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:10:09,785][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:09,785][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:09,954][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:10:09,955][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:10:11,498][__main__][INFO] - Start training...
[2025-03-30 21:10:11,498][__main__][INFO] - Start training...
[2025-03-30 21:10:11,498][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:10:11,498][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:10:12,619][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:12,705][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:10:13,183][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:13,183][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:13,278][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:10:13,278][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:10:14,515][__main__][INFO] - Start training...
[2025-03-30 21:10:14,517][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:10:15,237][__main__][INFO] - Start training...
[2025-03-30 21:10:15,237][__main__][INFO] - Start training...
[2025-03-30 21:10:15,238][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:10:15,238][__main__][INFO] - Epoch 1 (1/200):
[2025-03-30 21:10:24,720][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:24,720][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:24,835][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:10:24,855][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:10:24,926][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:24,926][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:24,991][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:24,991][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:24,991][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:24,992][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:25,034][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:25,034][__main__][INFO] - Load dataset ...
[2025-03-30 21:10:25,062][__main__][INFO] - No existing model, starting training from scratch...
[2025-03-30 21:10:25,079][__main__][INFO] - No existing model, starting training from scratch...
